NS plaice: Mean Weight in Stock with discards included (kilograms); TvdH 2015
1         4
1957      2014
1         15
1
0.048	0.118	0.213	0.301	0.319	0.403	0.446	0.612	0.685	0.781	0.932	0.902	0.973	0.886	0.774
0.057	0.111	0.227	0.269	0.344	0.391	0.464	0.600	0.714	0.960	0.774	0.679	1.261	0.522	0.783
0.047	0.116	0.201	0.306	0.384	0.430	0.489	0.495	0.780	0.921	0.658	1.237	0.826	1.011	1.073
0.053	0.106	0.216	0.237	0.378	0.422	0.434	0.527	0.621	0.815	0.966	1.232	1.154	1.238	1.339
0.052	0.130	0.190	0.316	0.354	0.424	0.439	0.506	0.583	0.688	0.790	1.660	1.302	1.305	1.111
0.047	0.093	0.235	0.238	0.337	0.394	0.458	0.412	0.526	0.512	0.500	1.661	1.185	1.103	1.113
0.048	0.114	0.196	0.274	0.355	0.429	0.484	0.627	0.598	0.449	0.399	1.018	1.127	1.127	1.127
0.052	0.114	0.194	0.344	0.373	0.412	0.472	0.540	0.565	0.576	0.767	0.660	0.660	0.660	0.660
0.053	0.116	0.179	0.340	0.361	0.401	0.448	0.572	0.568	0.655	0.517	0.893	1.107	0.594	1.052
0.039	0.100	0.187	0.209	0.355	0.483	0.438	0.422	0.530	0.580	0.364	0.566	1.187	0.676	0.466
0.052	0.093	0.142	0.188	0.331	0.393	0.484	0.479	0.480	0.518	0.723	1.223	0.612	0.778	0.377
0.043	0.107	0.153	0.208	0.320	0.354	0.434	0.493	0.662	0.468	0.848	0.615	1.363	0.655	1.422
0.048	0.104	0.158	0.202	0.312	0.380	0.439	0.484	0.458	0.615	0.501	0.729	0.673	0.513	1.058
